name_iupac,name_common,name_acronyms,cas,mol_formula,smiles,dD,dP,dH,radius,mw,bp_c,density_g_ml,cf_class,cf_subclass,ghs_hazard,processing_notes
1-aminocyclopropane-1-carboxylic acid,1-Aminocyclopropane Carboxylic Acid,,22059-21-8,C4H7NO2,NC1(CC1)C(O)=O,17.0,6.3,13.6,,101.1,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",H315; H319; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Carboxylic acids and derivatives | [CAS] CAS 22059-21-8 validated by pipeline
(Z)-1-bromoprop-1-ene,1-Bromo Propene (Cis),,590-13-6,,,16.3,6.4,5,,,,,Vinyl halides,Vinyl bromides,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Vinyl halides | [CAS] CAS 590-13-6 validated by pipeline
1-bromo-4-ethoxybenzene,1-Bromo-4-Ethoxy Benzene,,588-96-5,C8H9BrO,CCOc1ccc(Br)cc1,19.5,7.7,5.3,,201.06,233.1,,Phenol ethers,,H315; H319; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Phenol ethers | [CAS] CAS 588-96-5 validated by pipeline
1-bromonaphthalene,1-Bromonaphthalene,,90-11-9,C10H7Br,Brc1cccc2ccccc12,20.6,3.1,4.1,,207.07,281.1,,Naphthalenes,,H302; H319,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Naphthalenes | [CAS] CAS 90-11-9 validated by pipeline
1-bromopropane,1-Bromopropane,,106-94-5,C3H7Br,CCCBr,16.4,7.9,4.8,,122.99,,,Organobromides,,H225; H315; H319; H335; H336; H360; H373; H332; H351; H372; H402; H412; H361,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organobromides | [CAS] CAS 106-94-5 validated by pipeline
butane-1-thiol,1-Butanethiol,,109-79-5,C4H10S,CCCCS,16.3,5.3,4.5,,90.19,,,Thiols,Alkylthiols,H225; H302; H319; H332; H317; H335; H336; H370; H316; H320; H361; H371,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Thiols | [CAS] CAS 109-79-5 validated by pipeline
butan-1-ol,1-Butanol,n-BuOH,71-36-3,C4H10O,CCCCO,16.0,5.7,15.8,,74.12,,,Organooxygen compounds,Alcohols and polyols,H226; H302; H315; H318; H335; H336; H319; H372; H305; H313,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [NAME] Acronyms: n-BuOH | [CAS] CAS 71-36-3 validated by pipeline
but-1-ene,1-Butene,,106-98-9,C4H8,CCC=C,13.2,1.3,3.9,,56.11,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H220; H280; H320; H336,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 106-98-9 validated by pipeline
4-methoxybut-1-ene,1-Butenyl Methyl Ether,,4696-30-4,C5H10O,CCC=COC,15.1,5.3,5.2,,86.13,,,Organooxygen compounds,,H225; H315; H319; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 4696-30-4 validated by pipeline
1-chloropentane,1-Chloro Pentane,,543-59-9,C5H11Cl,CCCCCCl,16.0,6.9,1.9,,106.59,,,Organochlorides,,H225; H302; H312; H332,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organochlorides | [CAS] CAS 543-59-9 validated by pipeline
1-chloro vinyl ethyl ether,1-Chloro Vinyl Ethyl Ether,,54722-81-5,,CCOC(Cl)=C,16.8,6.5,5.7,,,,,Organooxygen compounds,Ketene acetals,,[NAME] name_iupac from PubChem pipeline | [NAME] name_iupac: PubChem returned empty; using lowercase common name | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 54722-81-5 validated by pipeline
1-chloro-1-fluoroethene,1-Chloro-1-Fluoro Ethylene,,2317-91-1,C2H2ClF,FC(Cl)=C,16.0,6.9,4.0,,80.49,-24.1,,Organooxygen compounds,Ketene acetals,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 2317-91-1 validated by pipeline
1-chloro-1-nitroethane,1-Chloro-1-Nitroethane,,598-92-5,C2H4ClNO2,CC(Cl)[N+]([O-])=O,16.8,13.5,4.7,,109.51,,,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,,"[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Allyl-type 1,3-dipolar organic compounds | [CAS] CAS 598-92-5 validated by pipeline"
1-chloro-1-nitropropane,1-Chloro-1-Nitropropane,,600-25-9,C3H6ClNO2,CCC(Cl)[N+]([O-])=O,16.8,13.0,4.5,,123.54,,,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,H302; H332; H227; H319; H335; H316; H371,"[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Allyl-type 1,3-dipolar organic compounds | [CAS] CAS 600-25-9 validated by pipeline"
1-chlorobut-2-ene,1-Chloro-2-Butene,,591-97-9,C4H7Cl,CC=CCCl,16.2,7.7,2.0,,90.55,84.0,,Organochlorides,,H225; H302; H314; H315; H317; H318; H332; H412,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organochlorides | [CAS] CAS 591-97-9 validated by pipeline
1-chloro-2-ethoxybenzene,1-Chloro-2-Ethoxy Benzene,,614-72-2,C8H9ClO,CCOc1ccccc1Cl,19.2,8.1,4.4,,156.61,,,Phenol ethers,,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Phenol ethers | [CAS] CAS 614-72-2 validated by pipeline
1-chloro-2-ethylbenzene,1-Chloro-2-Ethyl Benzene,,89-96-3,C8H9Cl,CCc1ccccc1Cl,18.9,4.9,2.2,,140.61,178.5,,Benzene and substituted derivatives,Halobenzenes,H302; H312; H315; H319; H332; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzene and substituted derivatives | [CAS] CAS 89-96-3 validated by pipeline
1-chloro-2-methylprop-1-ene,1-Chloro-2-Methyl Propene,,513-37-1,C4H7Cl,CC(C)=CCl,16.1,7.1,4.2,,90.55,68.1,,Vinyl halides,Vinyl chlorides,H225; H311; H315; H319; H330; H335; H350; H301; H341; H351; H373,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Vinyl halides | [CAS] CAS 513-37-1 validated by pipeline
1-chloro-4-ethoxybenzene,1-Chloro-4-Ethoxy Benzene,,622-61-7,C8H9ClO,CCOc1ccc(Cl)cc1,19.3,6.3,4.4,,156.61,211.9,,Phenol ethers,,H227; H302; H312; H315; H319; H332; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Phenol ethers | [CAS] CAS 622-61-7 validated by pipeline
1-chlorobutane,1-Chlorobutane,,109-69-3,C4H9Cl,CCCCCl,16.2,5.5,2.0,,92.57,,,Organochlorides,,H225; H412; H315; H320; H361,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organochlorides | [CAS] CAS 109-69-3 validated by pipeline
1-chlorohexane,1-Chlorohexane,,544-10-5,C6H13Cl,CCCCCCCl,16.1,6.2,1.7,,120.62,135.0,,Organochlorides,,H226; H412,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organochlorides | [CAS] CAS 544-10-5 validated by pipeline
1-chloronaphthalene,1-Chloronaphthalene,,90-13-1,C10H7Cl,Clc1cccc2ccccc12,20.5,4.9,2.5,,162.61,,,Naphthalenes,Chloronaphthalenes,H302; H315; H319; H335; H400; H320; H373; H410; H371,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Naphthalenes | [CAS] CAS 90-13-1 validated by pipeline
1-chloroprop-1-ene,1-Chloropropene,,590-21-6,C3H5Cl,CC=CCl,15.3,6.9,2.2,,76.52,,,Vinyl halides,Vinyl chlorides,H224; H225; H302; H315; H319; H336,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Vinyl halides | [CAS] CAS 590-21-6 validated by pipeline
decan-1-ol,1-Decanol,,112-30-1,C10H22O,CCCCCCCCCCO,16.0,4.7,10.5,,158.28,,,Fatty Acyls,Fatty alcohols,H315; H319; H411; H412; H335; H400; H304; H332; H361; H227; H402,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Fatty Acyls | [CAS] CAS 112-30-1 validated by pipeline
dec-1-ene,1-Decene,,872-05-9,C10H20,CCCCCCCCC=C,15.6,1.0,2.2,,140.27,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H226; H304; H400; H410; H411; H315,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 872-05-9 validated by pipeline
"1,3-diethoxypropan-2-ol",1-Ethoxy Ethoxy-2-Propanol,,4043-59-8,C7H16O3,CCOC(C)OCC(C)O,15.4,6.3,6.0,,148.2,,,Organooxygen compounds,Alcohols and polyols,H319,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 4043-59-8 validated by pipeline
(E)-1-ethoxybut-1-ene,1-Ethyl Vinyl Ethyl Ether,,1528-20-7,C6H12O,CCOC(=C)CC,15.3,4.2,4.6,,100.16,,,Organooxygen compounds,,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 1528-20-7 validated by pipeline
2-fluoroprop-2-enoic acid,1-Fluoro Acrylic Acid,,430-99-9,C3H3FO2,,16.0,8.7,13.0,,90.05,,,Carboxylic acids and derivatives,Alpha-halocarboxylic acids and derivatives,H314; H318,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 430-99-9 validated by pipeline
2-fluoroprop-2-enenitrile,1-Fluoro Acrylonitrile,,430-49-9,C3H2FN,,14.1,15.4,5.7,,71.05,,,Vinyl halides,Vinyl fluorides,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from cache: Vinyl halides | [CAS] CAS 430-49-9 validated by pipeline
heptan-1-ol,1-Heptanol,,111-70-6,C7H16O,CCCCCCCO,16.0,5.3,11.7,,116.2,,,Fatty Acyls,Fatty alcohols,H319; H227; H315,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Fatty Acyls | [CAS] CAS 111-70-6 validated by pipeline
hept-1-ene,1-Heptene,,592-76-7,C7H14,CCCCCC=C,15.0,1.1,2.6,,98.19,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H225; H304; H400; H410; H315; H319; H335; H320,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 592-76-7 validated by pipeline
hexan-1-ol,1-Hexanol,,111-27-3,C6H14O,CCCCCCO,15.9,5.8,12.5,,102.17,,,Fatty Acyls,Fatty alcohols,H302; H226; H312; H319; H315,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Fatty Acyls | [CAS] CAS 111-27-3 validated by pipeline
hex-1-ene,1-Hexene,,592-41-6,C6H12,CCCCC=C,14.7,1.1,3.0,,84.16,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H225; H304; H319; H401; H335; H336,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 592-41-6 validated by pipeline
"(1E)-1-methoxybuta-1,3-diene","1-Methoxy-1,3-Butadiene",,3036-66-6,C5H8O,COC=CC=C,15.5,8.3,5.4,,84.12,91.6,,Organooxygen compounds,,H225; H302,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 3036-66-6 validated by pipeline
1-methoxy-2-nitrobenzene,1-Methoxy-2-Nitrobenzene,,91-23-6,C7H7NO3,COc1ccccc1[N+]([O-])=O,19.6,12.7,5.5,,153.14,273.1,,Benzene and substituted derivatives,Nitrobenzenes,H302; H350; H341; H361; H371; H373; H351,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzene and substituted derivatives | [CAS] CAS 91-23-6 validated by pipeline
1-methylcyclohexan-1-ol,1-Methyl Cyclohexanol,,590-67-0,C7H14O,CC1(O)CCCCC1,17.1,4.0,12.0,,114.19,155.1,,Organooxygen compounds,Alcohols and polyols,H228; H302; H312; H315; H319; H332; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 590-67-0 validated by pipeline
1-methylimidazole,1-Methyl Imidazole,,616-47-7,C4H6N2,Cn1ccnc1,19.7,15.6,11.2,,82.1,198.1,,Azoles,Imidazoles,H302; H312; H314; H311; H318; H361,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Azoles | [CAS] CAS 616-47-7 validated by pipeline
1-methylnaphthalene,1-Methyl Naphthalene,,90-12-0,C11H10,Cc1cccc2ccccc12,19.7,0.8,4.7,,142.2,,,Naphthalenes,,H302; H304; H411; H319; H335; H336; H373; H400; H410; H227; H401; H315; H334,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Naphthalenes | [CAS] CAS 90-12-0 validated by pipeline
2-methoxyprop-1-ene,1-Methyl Vinyl Methyl Ether,,116-11-0,C4H8O,COC(C)=C,14.8,4.2,5.6,,72.11,35.1,,Organooxygen compounds,,H224; H302; H412,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 116-11-0 validated by pipeline
naphthalen-1-ol,1-Naphthol,,90-15-3,C10H8O,Oc1cccc2ccccc12,19.7,6.3,12.3,,144.17,288.0,,Naphthalenes,Naphthols and derivatives,H302; H312; H315; H318; H335; H311; H317; H400; H410; H412; H411; H314; H371,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Naphthalenes | [CAS] CAS 90-15-3 validated by pipeline
1-nitropropane,1-Nitropropane,,108-03-2,C3H7NO2,CCC[N+]([O-])=O,16.6,12.3,5.5,,89.09,,,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,H226; H302; H312; H332; H331; H319; H335; H336; H370; H351,"[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Allyl-type 1,3-dipolar organic compounds | [CAS] CAS 108-03-2 validated by pipeline"
nonan-1-ol,1-Nonanol,,143-08-8,C9H20O,CCCCCCCCCO,16.0,4.8,11.0,,144.25,,,Fatty Acyls,Fatty alcohols,H315; H319; H411; H227; H332; H335; H373,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Fatty Acyls | [CAS] CAS 143-08-8 validated by pipeline
non-1-ene,1-Nonene,,124-11-8,C9H18,CCCCCCCC=C,15.4,1.0,2.2,,126.24,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H226; H304; H315; H319; H335; H336,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 124-11-8 validated by pipeline
octan-1-ol,1-Octanol,,111-87-5,C8H18O,CCCCCCCCO,16.0,5.0,11.2,,130.23,,,Fatty Acyls,Fatty alcohols,H302; H312; H315; H319; H412; H227; H370; H371; H401; H305; H316; H335; H341; H402,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Fatty Acyls | [CAS] CAS 111-87-5 validated by pipeline
oct-1-ene,1-Octene,,111-66-0,C8H16,CCCCCCC=C,15.3,1.0,2.4,,112.21,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H225; H304; H315; H411; H400; H410; H332; H336,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 111-66-0 validated by pipeline
pentan-1-ol,1-Pentanol,,71-41-0,C5H12O,CCCCCO,15.9,5.9,13.9,,88.15,,,Organooxygen compounds,Alcohols and polyols,H226; H315; H332; H335; H314; H318; H319; H371,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 71-41-0 validated by pipeline
pent-1-ene,1-Pentene,,109-67-1,C5H10,CCCC=C,13.9,1.4,3.8,,70.13,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H224; H304; H315; H319; H412,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 109-67-1 validated by pipeline
propane-1-thiol,1-Propanethiol,,107-03-9,C3H8S,CCCS,16.1,5.8,5.7,,76.16,,,Thiols,Alkylthiols,H225; H302; H319; H317; H400; H332; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Thiols | [CAS] CAS 107-03-9 validated by pipeline
propan-1-ol,1-Propanol,,71-23-8,C3H8O,CCCO,16.0,6.8,17.4,,60.1,,,Organooxygen compounds,Alcohols and polyols,H225; H318; H336; H302; H361; H303; H305; H313; H315; H319; H335; H351,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 71-23-8 validated by pipeline
tetradec-1-ene,1-Tetradecene,,1120-36-1,C14H28,CCCCCCCCCCCCC=C,16.1,0.5,1.9,,196.37,251.1,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,H304; H315,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Unsaturated hydrocarbons | [CAS] CAS 1120-36-1 validated by pipeline
"2-(1,3-dithiol-2-ylidene)-1,3-dithiole","2,2',5,5'-Tetrathiafulvalen",,31366-25-3,C6H4S4,,21.0,8.2,8.4,,204.4,,,Dithioles,"1,3-dithioles",H317,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from cache: Dithioles | [CAS] CAS 31366-25-3 validated by pipeline
"2,2,2-trifluoroethanol","2,2,2-Trifluoro Ethanol",,75-89-8,C2H3F3O,OCC(F)(F)F,15.4,8.3,16.4,,100.04,,,Halohydrins,Fluorohydrins,H226; H301; H312; H315; H318; H331; H332; H335; H360; H373,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Halohydrins | [CAS] CAS 75-89-8 validated by pipeline
"(3-hydroxy-2,2,4-trimethylpentyl) 2-methylpropanoate","2,2,4-Trimethyl-1,3-Pentanediol Monoisobutyrate (Texanol)",,25265-77-4,,,15.1,6.1,9.8,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 25265-77-4 validated by pipeline
"2,2,6,6-tetrachlorocyclohexan-1-one","2,2,6,6-Tetrachlorocyclohexanone",,3776-30-5,C6H6Cl4O,ClC1(Cl)CCCC(Cl)(Cl)C1=O,19.5,14.0,6.3,,235.9,,,Organooxygen compounds,Carbonyl compounds,H302,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 3776-30-5 validated by pipeline
"2,2-dimethylpropan-1-ol","2,2-Dimethyl-1-Propanol (Neopentyl Alc.)",,75-84-3,,,15.6,6.5,13.5,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 75-84-3 validated by pipeline
"1,2,3-trifluoro-4-nitrobenzene","2,3,4-Trifluoro Nitrobenzene",,771-69-7,C6H2F3NO2,[O-][N+](=O)c1ccc(F)c(F)c1F,19.5,7.7,3.5,,177.08,,,Benzene and substituted derivatives,Nitrobenzenes,H302; H311; H312; H315; H317; H319; H332; H335; H373,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzene and substituted derivatives | [CAS] CAS 771-69-7 validated by pipeline
1-benzofuran,"2,3-Benzofuran (Cumaron)",,271-89-6,,,18.7,5.1,5.7,,,,,Benzofurans,,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzofurans | [CAS] CAS 271-89-6 validated by pipeline
"buta-2,3-dien-1-ol","2,3-Butadiene-1-ol",,18913-31-0,C4H6O,OC[CH]=[C]=[CH2],16.2,6.6,16.8,,70.09,,,Organooxygen compounds,Alcohols and polyols,H226; H315; H319; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organooxygen compounds | [CAS] CAS 18913-31-0 validated by pipeline
"4,5-dimethyl-1,3-dioxolan-2-one","2,3-Butylene Carbonate",,4437-70-1,C5H8O3,CC1OC(=O)OC1C,18.0,16.8,3.1,,116.11,,,Organic carbonic acids and derivatives,Carbonic acid diesters,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Organic carbonic acids and derivatives | [CAS] CAS 4437-70-1 validated by pipeline
"2,3-dibromobuta-1,3-diene","2,3-Dibromoprene",,34994-48-4,C4H4Br2,,17.7,11.8,6.4,,211.88,,,Vinyl halides,Vinyl bromides,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from cache: Vinyl halides | [CAS] CAS 34994-48-4 validated by pipeline
"2,3-dichlorobuta-1,3-diene","2,3-Dichloro-1,3-Butadiene",,1653-19-6,C4H4Cl2,ClC(=C)C(Cl)=C,17.1,2.3,2.8,,122.98,98.1,,Vinyl halides,Vinyl chlorides,H302; H315; H319; H335; H411,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Vinyl halides | [CAS] CAS 1653-19-6 validated by pipeline
"1,2-dichloro-3-nitrobenzene","2,3-Dichloronitrobenzene",,3209-22-1,C6H3Cl2NO2,[O-][N+](=O)c1cccc(Cl)c1Cl,19.7,12.6,4.4,,192.0,257.6,,Benzene and substituted derivatives,Nitrobenzenes,H301; H302; H373; H411; H401; H315; H370,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzene and substituted derivatives | [CAS] CAS 3209-22-1 validated by pipeline
"2,3-dichloropropan-1-ol","2,3-Dichloropropanol",,616-23-9,C3H6Cl2O,OCC(Cl)CCl,17.5,9.2,14.6,,128.98,182.9,,Halohydrins,Chlorohydrins,H301; H310; H315; H318; H319; H332; H227; H371; H373,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Halohydrins | [CAS] CAS 616-23-9 validated by pipeline
"2,3-dichloroprop-1-ene","2,3-Dichloropropene",,78-88-6,C3H4Cl2,ClCC(Cl)=C,16.2,7.8,3.0,,110.97,94.1,,Vinyl halides,Vinyl chlorides,H225; H302; H312; H315; H318; H332; H335; H341; H412; H319; H336,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Vinyl halides | [CAS] CAS 78-88-6 validated by pipeline
"2,4,5-trichlorobenzenethiol","2,4,5-Trichlorothiophenol",,3773-14-6,C6H3Cl3S,Sc1cc(Cl)c(Cl)cc1Cl,21.0,4.5,9.1,,213.5,,,Thiophenols,,H315; H318; H319; H335; H413,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Thiophenols | [CAS] CAS 3773-14-6 validated by pipeline
"2,4,6-tribromophenol","2,4,6-Tribromo Phenol",,118-79-6,C6H3Br3O,Oc1c(Br)cc(Br)cc1Br,20.6,10.2,14.1,,330.8,,,Phenols,Halophenols,H317; H319; H400; H410; H302; H361; H371; H373,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Phenols | [CAS] CAS 118-79-6 validated by pipeline
"1,3,5-trichloro-2-methoxybenzene","2,4,6-Trichloroanisol",,87-40-1,C7H5Cl3O,COc1c(Cl)cc(Cl)cc1Cl,21.0,3.9,7.0,,211.5,,,Phenol ethers,Anisoles,H302; H319; H413,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Phenol ethers | [CAS] CAS 87-40-1 validated by pipeline
"2,4,6-trichlorophenol","2,4,6-Trichlorophenol",,88-06-2,C6H3Cl3O,Oc1c(Cl)cc(Cl)cc1Cl,20.3,5.1,10.8,,197.4,246.1,,Phenols,Halophenols,H302; H315; H319; H351; H400; H410; H335; H361; H370; H372; H411,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Phenols | [CAS] CAS 88-06-2 validated by pipeline
"1,3-dichloro-2-fluoro-4-nitrobenzene","2,4-Dichloro-3-Fluoronitrobenzene",,393-79-3,C6H2Cl2FNO2,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,19.9,7.2,4.2,,209.99,,,Benzene and substituted derivatives,Nitrobenzenes,H302; H312; H332,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzene and substituted derivatives | [CAS] CAS 393-79-3 validated by pipeline
"1,5-dichloro-2-nitro-4-(trifluoromethyl)benzene","2,4-Dichloro-5-Nitrobenzotrifluoride",,400-70-4,C7H2Cl2F3NO2,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,19.9,7.6,3.7,,259.99,,,Benzene and substituted derivatives,Trifluoromethylbenzenes,H302; H315; H319; H335,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzene and substituted derivatives | [CAS] CAS 400-70-4 validated by pipeline
"2,4-dichloroaniline","2,4-Dichloroaniline",,554-00-7,C6H5Cl2N,Nc1ccc(Cl)cc1Cl,20.9,6.2,10.0,,162.01,245.1,,Benzene and substituted derivatives,Halobenzenes,H301; H311; H331; H373; H400; H410; H302; H370; H372; H317; H318,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Benzene and substituted derivatives | [CAS] CAS 554-00-7 validated by pipeline
