name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,molar_volume,category,ghs_hazard,confidence,source_count,source,source_url,hidden
2-Butenyl Methyl Ether,25125-85-3,COCC=CC,C5H10O,15.2,3.4,5.0,86.13,,,,ether,H225; H319; H335; H361; H412,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/111206,
2-Butenyl Methyl Ether,10034-14-7,COCC=CC,C5H10O,15.3,4.4,4.3,86.13,,,,ether,,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/551174,
2-Butynedinitrile,1071-98-3,N#CC#CC#N,C4N2,15.2,16.2,8.0,76.06,76.6,,,amine,,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/14068,
2-Chloro Allyl Alcohol,5976-47-6,OCC(Cl)=C,C3H5ClO,17.1,10.2,16.4,92.52,138.1,,,alcohol,H226; H302; H312; H332,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/80076,
2-Chloro Propene,557-98-2,CC(Cl)=C,C3H5Cl,15.5,6.7,2.2,76.52,,,,halogenated,H224; H301; H311; H315; H319; H335; H336,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/11203,
2-Chloro-2-Methyl Propane,507-20-0,CC(C)(C)Cl,C4H9Cl,15.6,7.6,2.0,92.57,,,,halogenated,H225,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/10486,
2-Chloro-4-Methylaniline,615-65-6,Cc1ccc(N)c(Cl)c1,C7H8ClN,19.7,7.4,8.9,141.6,224.1,,,aromatic,H302; H312; H315; H318; H319; H332; H412,0.988,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/12007,
2-Chloro-5-Methyl Phenol,615-74-7,Cc1ccc(Cl)c(O)c1,C7H7ClO,19.0,7.7,13.1,142.58,197.9,,,alcohol,H302; H312; H315; H317; H318; H319; H335; H400,0.970,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/12008,
2-Chloroacetamide,79-07-2,NC(=O)CCl,C2H4ClNO,17.6,12.4,12.8,93.51,,,,acid,H301; H317; H361; H319; H315; H360,0.975,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/6580,
2-Chloroallylidene Diacetate,5459-90-5,CC(=O)OC(OC(C)=O)C(Cl)=C,C7H9ClO4,16.7,7.3,8.8,192.6,,,,acid,,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/79576,
2-Chlorobutane,78-86-4,CCC(C)Cl,C4H9Cl,15.8,7.6,2.0,92.57,,,,halogenated,H225; H290; H315; H319; H335; H412,0.988,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/6563,
2-Chlorocyclohexanone,822-87-7,ClC1CCCCC1=O,C6H9ClO,18.5,13.0,5.1,132.59,,,,ether,H315; H317; H319; H335,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/13203,
2-Chloroethyl Acetate,542-58-5,CC(=O)OCCCl,C4H7ClO2,16.7,9.6,8.8,122.55,145.1,,,acid,H226; H300; H310; H330,0.988,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/10959,
2-Chloroethyl Benzene,622-24-2,ClCCc1ccccc1,C8H9Cl,19.3,6.3,2.2,140.61,,,,aromatic,H315; H319; H412; H413; H227,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/231496,
2-Chloroethyl Ethyl Ether,628-34-2,CCOCCCl,C4H9ClO,16.3,7.9,4.6,108.57,107.6,,,ether,H225; H301; H315; H319; H331; H332; H335,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/12341,
2-Chloroethyl Ethyl Sulfide,693-07-2,CCSCCCl,C4H9ClS,17.2,5.0,6.1,124.63,157.1,,,halogenated,H226; H301; H311; H314; H331; H350,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/12733,
2-Chlorophenol,95-57-8,Oc1ccccc1Cl,C6H5ClO,19.0,5.5,13.9,128.55,175.8,,,alcohol,H302; H312; H332; H411; H300; H227; H314; H318; H330; H360; H370; H301; H335; H351; H361; H373,1.000,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/7245,
2-Chloropropenal,683-51-2,ClC(=C)C=O,C3H3ClO,17.1,12.9,8.1,90.51,,,,ether,,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/560790,
2-Chloropropenoic Acid,598-79-8,OC(=O)C(Cl)=C,C3H3ClO2,19.1,9.4,12.4,106.51,,,,acid,H314,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/11735,
