name,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source,source_url,product_url,tds_url,sds_url,dataset_id
melamine resin,,19.35,12.83,12.87,9.82,Amino Resin,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
MMA/CYCLOL 58/42,,18.7,9.9,8.7,8.8,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA 25/75,,19.0,9.0,15.0,12.0,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA 50/50,,17.5,9.9,4.1,9.5,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/AA,,15.9,15.9,11.5,11.1,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/AGE 40/40/20,,17.6,9.8,5.6,9.7,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/AN 40/40/20,,20.4,13.2,11.0,12.3,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/AN 55/30/15,,16.7,10.9,8.5,8.5,Acrylic,0.25,1,hsp_polymers_2,,,,,"hsp_polymers_2,hsp_polymers_3,hsp_polymers_5"
MMA/EA/AN 55/30/15?,,16.7,10.9,8.5,8.5,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hspip_polymers"
MMA/EA/BAMA 40/40/20,,17.9,8.5,11.7,12.9,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/BVBE 40/40/20,,17.8,10.0,6.6,9.8,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/CYCLOL,,17.6,9.8,6.4,9.8,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/MAM 40/40/20,,19.0,9.0,15.0,12.0,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MMA/EA/MAM 45/45/10,,19.5,11.1,8.7,11.2,Acrylic,0.25,1,hsp_polymers_2,,,,,"hsp_polymers_2,hsp_polymers_3,hsp_polymers_5"
MMA/EA/MAM 45/45/10?,,19.5,11.1,8.7,11.2,Acrylics - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hspip_polymers"
MODAFLOW,,16.1,3.7,7.9,8.9,Special,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MOWILITH 50 PVAC,,20.93,11.27,9.66,13.71,Polyvinylacetate,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MOWITAL B 30 H,,18.6,12.9,10.3,8.3,Polyvinylbutyral,0.3,1,hansen_a2,,https://www.kuraray.com/global-en/products/mowital/,https://www.mowital.com/fileadmin/Dateien/TDS_Mowital_R__B__BA__G__SB/TDS_Mowital_B-EN.pdf,https://www.mowital.com/products/safety-data-sheets/,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MOWITAL B 60 H,,20.2,11.2,13.3,11.2,Polyvinylbutyral,0.3,1,hansen_a2,,https://www.kuraray.com/global-en/products/mowital/,https://www.mowital.com/fileadmin/Dateien/TDS_Mowital_R__B__BA__G__SB/TDS_Mowital_B-EN.pdf,https://www.mowital.com/products/safety-data-sheets/,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
MYLAR PET,,18.0,6.2,6.2,5.0,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NAT RUBBER,,16.0,4.0,6.0,1.3,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
natural rubber,78-79-5,14.5,7.3,4.5,11.0,Elastomer,0.4,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
NATURAL RUBBER 1 HR,,15.6,3.4,9.1,14.0,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NATURAL RUBBER 20 MIN,,14.5,7.3,4.5,11.0,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NATURAL RUBBER 4 HR,,19.4,13.2,7.7,19.0,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
Neoprene,,17.6,2.5,5.9,6.2,Elastomer,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
NEOPRENE 1 HR,,19.0,8.0,0.0,13.2,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NEOPRENE 20 MIN,,17.6,2.5,5.9,6.2,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NEOPRENE 4 HR,,14.6,13.9,2.3,15.9,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NEOPRENE CR,,18.1,4.3,6.7,8.9,Supplemental Chemical Resistance Corrlations,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NITRILE 1 HR,,16.6,9.1,4.4,10.0,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NITRILE 20 MIN,,17.5,7.3,6.5,5.1,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
NITRILE 4 HR,,19.0,12.6,3.8,13.3,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
nitrile rubber,,18.62,8.78,4.17,9.627248,Elastomer,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
nitrocellulose,,16.9,13.5,10.3,9.9,Cellulosic Polymer,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
Nr Nat Rub,,20.8,1.8,3.6,14.0,Elastomer,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
nylon 11,,17.0,4.4,10.6,5.1,Polyamide,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
nylon 12,,18.5,8.1,9.1,6.3,Polyamide,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
nylon 6,25038-54-4,17.0,3.4,10.6,5.1,Polyamide,0.4,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
NYLON 66,32131-17-2,16.0,11.0,24.0,3.0,Based on Solvent Range Solubility Data - Not too Reliable,0.45,1,hansen_a2,,https://pubchem.ncbi.nlm.nih.gov/compound/36070,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PA11 CR,,17.0,4.4,10.6,5.1,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PA6 CR,,17.0,3.4,10.6,5.1,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PA66 SOL,,17.4,9.8,14.6,5.1,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PALM OIL,,17.7,3.5,3.7,4.7,Miscellaneous,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PAN,85-85-8,21.7,14.1,9.1,10.9,Solubility of Polyacrylonitirile,0.45,1,hansen_a2,,https://pubchem.ncbi.nlm.nih.gov/compound/9904,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PARALOID B72,,17.6,7.4,5.6,9.4,Polymers of Interest for Conservation of Paintings,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PARALOID EXPER. RES. QR 954,,18.4,9.8,10.0,12.4,Acrylate Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PARALOID P 400,,19.2,9.6,9.3,12.2,Acrylate Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PARALOID P 410,,19.6,9.1,6.8,12.2,Acrylate Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PARAPOL S-50,,17.9,3.9,4.9,3.9,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PARAPOL S-60,,17.9,3.9,4.9,3.9,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PARLON P 10,,20.26,6.32,5.4,10.64,Chlorinated Polypropylene,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PBMA (10%),,20.6,3.5,7.2,12.8,Acrylics,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PBMA?,,15.9,5.5,5.9,8.5,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_4,hspip_polymers"
PBUTYLACRYLATE,,16.2,9.0,3.0,10.1,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PC,,18.1,5.9,6.9,5.5,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_5,hspip_polymers"
PCTFE,,14.1,2.7,5.5,6.6,Chemical Resistance Data - Modern Plastics Encylopedia,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PE,,16.0,0.8,2.8,3.2,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,https://pubchem.ncbi.nlm.nih.gov/compound/9795,,,"hansen_a2,hsp_polymers_2,hsp_polymers_5,hspip_polymers"
PE CR QUESTIONABLE V ALUES,,16.8,5.4,2.4,4.7,Polyolefin,0.25,1,hsp_polymers_2,,,,,"hsp_polymers_2,hsp_polymers_3,hsp_polymers_5"
PE? CR Q UESTIONABLE VALUES,,16.8,5.4,2.4,4.7,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hspip_polymers"
PECTFE SOL AT HIGH TEMP.,,19.5,7.3,1.7,5.1,Poly(Ethylene/Chlorotrifluoroethylene),0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PEI 1200PSI,,17.2,6.4,5.2,3.6,PEI - Polyethylene Imide - Environmental Stress Cracking (ESC),0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PEI 2400PSI,,17.4,4.6,9.0,7.2,PEI - Polyethylene Imide - Environmental Stress Cracking (ESC),0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PEI 600PSI,,17.3,5.3,4.7,3.3,PEI - Polyethylene Imide - Environmental Stress Cracking (ESC),0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PEMA (10%),7206-76-0,16.5,8.7,5.0,10.4,Acrylics,0.45,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PENTA BENZ MAL,,19.4,12.2,10.2,10.8,Polyesters - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PENTALYN 255,,17.55,9.37,14.32,10.64,Rosin Derivatives,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PENTALYN 830,,20.03,5.81,10.93,11.66,Rosin Derivatives,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PEO 4000  HEATED SAMPLES,,21.5,10.9,13.1,15.9,Polyolefin,0.25,1,hsp_polymers_2,,,,,"hsp_polymers_2,hsp_polymers_3,hsp_polymers_5"
PEO 4000  SAMPLES HEA TED,,22.2,11.2,13.2,17.1,Polyolefin,0.25,1,hsp_polymers_2,,,,,"hsp_polymers_2,hsp_polymers_3,hsp_polymers_5"
PEO 4000 ? HEATED SAMPLES,,21.5,10.9,13.1,15.9,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hspip_polymers"
PEO 4000 ? SAMPLES HEA TED,,22.2,11.2,13.2,17.1,Miscellaneous - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hspip_polymers"
PERGUT S 5,,17.4,9.5,3.8,10.0,Chlorinated Rubber,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PES L B + C =1,,17.7,9.7,6.4,9.3,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PES L C=1,,18.7,10.5,7.6,9.1,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PES SOL,,19.6,10.8,9.2,6.2,Polymer Solubility Data from Various Sources,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PETG,63407-54-5,18.0,3.0,4.0,6.0,Chemical Resistance Data - Modern Plastics Encylopedia,0.45,1,hansen_a2,,https://pubchem.ncbi.nlm.nih.gov/compound/3034479,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PETP CR,,18.2,6.4,6.6,5.0,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
Peu Ether Pu,,17.9,13.3,10.7,17.1,Polyurethane,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
PFA(?),,16.7,7.7,-0.5,8.1,Chemical Resistance Data - Modern Plastics Encylopedia,0.3,1,hansen_a2,,,,,hansen_a2
PHENODUR 373U,,19.74,11.62,14.59,12.69,Phenolic Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PHENOLIC,,21.6,5.2,18.8,15.4,Chemical Resistance Data - Modern Plastics Encylopedia,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
phenolic resin,,21.6,5.2,18.8,15.4,Phenolic Resin,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
PHENOLICS,,19.8,7.2,10.8,12.8,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
phenoxy resin,26402-79-9,23.4,7.2,14.8,14.9,Epoxy Resin,0.4,1,hsp_polymers_3,,,,,"hsp_polymers_3,hsp_polymers_4"
PIBMA (10%),,17.0,4.6,7.6,9.5,Acrylics,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PICCOFLEX 120,,17.4,7.8,3.8,7.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
PICCOPALE 110,,17.55,1.19,3.6,6.55,Hydrocarbon Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PICCORONE 450L,,19.42,5.48,5.77,9.62,Hydrocarbon Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PKHH,,23.4,7.2,14.8,14.9,Epoxy,0.3,1,hansen_a2,,https://pubchem.ncbi.nlm.nih.gov/compound/62790,,,"hansen_a2,hsp_polymers_2,hsp_polymers_5,hspip_polymers"
PLASTOKYD AC4X (30%),,23.9,7.8,8.8,19.9,Acrylic Modified Alkyd,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLASTOKYD S27 (30%),,20.1,5.7,5.3,20.0,Acrylic Modified Alkyd,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLASTOKYD SC140 (30%),,25.2,9.2,3.7,20.0,Acrylic Modified Alkyd,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLASTOKYD SC400 (30%),,23.7,0.5,10.3,20.0,Acrylic Modified Alkyd,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLASTOPAL H,,20.81,8.29,14.96,12.69,Amino Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLEXAL C-34,,18.5,9.21,4.91,10.64,Binders in Solution: Alkyds and Polyesters,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLEXIGUM M527,,18.4,9.4,6.5,10.7,Polyacrylate,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLEXIGUM MB319,,18.6,10.8,4.1,11.5,Polyacrylate,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLIOLITE P1230,,18.1,4.7,3.7,3.9,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PLIOLYTE S-100,,16.47,0.37,2.84,8.59,Hydrocarbon Resins,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PMMA,,18.64,10.52,7.51,8.59,Polyacrylate,0.3,1,hansen_a2,,https://pubchem.ncbi.nlm.nih.gov/compound/6328,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
PMMA CR,,16.0,5.0,12.0,13.0,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
poly(methyl methacrylate),9011-14-7,16.2,6.8,5.7,9.1,Acrylic,0.4,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyacrylonitrile,25014-41-9,21.7,14.1,9.1,10.9,Acrylic,0.4,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyamide resin,,23.8,5.3,16.2,16.1,Polyamide,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyamide-imide,,18.5,5.7,8.7,4.2,Polyamide,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
Polybutylenetereph,,18.0,5.6,8.4,4.5,Polyester & Alkyd,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polycarbonate,25037-45-0,18.1,5.9,6.9,5.5,Polyacetal / PEI / PC,0.4,1,hsp_polymers_3,,,,,"hsp_polymers_3,hsp_polymers_4"
polychlorotrifluoroethylene,9002-83-9,14.1,2.7,5.5,6.6,Fluoropolymer,0.4,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
POLYCYCLOLa,,19.0,9.0,15.0,12.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_4,hsp_polymers_5,hspip_polymers"
polyester resin,,18.6,10.0,5.0,10.4,Polyester & Alkyd,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyethersulfone,,19.6,10.8,9.2,6.2,Polysulfone / PES / PPS,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyethylene,9002-88-4,16.0,0.8,2.8,3.2,Polyolefin,0.4,1,hsp_polymers_3,,,,,"hsp_polymers_3,hsp_polymers_4"
POLYETHYLENE 1 HR,,17.1,3.1,5.2,8.2,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
POLYETHYLENE 20 MIN,,16.9,3.3,4.1,8.1,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
POLYETHYLENE 4 HR,,24.1,14.9,0.3,24.3,Practical Film Thickness,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
polyethylene terephthalate,25038-59-9,18.2,6.4,6.6,5.0,Polyester & Alkyd,0.4,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyethylene terephthalate glycol,,18.0,3.0,4.0,6.0,Polyester & Alkyd,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
POLYETHYLENESULFIDE (GOOD),,17.8,3.8,2.2,4.1,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,,,,"hansen_a2,hsp_polymers_2,hsp_polymers_3,hsp_polymers_5,hspip_polymers"
Polyimides,,24.3,19.5,22.9,21.6,Polyacetal / PEI / PC,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyisocyanate,,17.5,11.3,5.9,8.5,Polyurethane,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
polyisoprene,,17.0,4.0,4.0,7.3,Elastomer,0.25,1,hsp_polymers_4,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,,,hsp_polymers_4
